date,temp_mean,temp_min,temp_max,precip_sum,humidity_mean,wind_speed_mean,concentration
2017-01-01,1.7166666666666668,1.2,2.2,0.5,94.625,20.662499999999998,0.0
2017-01-02,-0.17500000000000002,-5.2,1.9,1.9000000000000001,93.5,15.029166666666667,0.0
2017-01-03,-7.75,-13.5,-3.0,1.2,86.08333333333333,10.775,0.0
2017-01-04,-11.383333333333333,-14.7,-6.9,1.5,86.25,11.7875,0.0
2017-01-05,-11.245833333333332,-18.6,-6.6,5.4,83.5,19.670833333333334,0.0
2017-01-06,-24.358333333333334,-28.2,-19.1,0.4,70.83333333333333,18.720833333333335,0.0
2017-01-07,-28.3625,-29.8,-26.2,0.0,73.875,14.325000000000001,0.0
2017-01-08,-28.5,-31.0,-26.1,0.0,74.25,10.795833333333334,0.0
2017-01-09,-25.883333333333336,-30.3,-18.7,0.0,75.29166666666667,7.504166666666666,0.0
2017-01-10,-11.108333333333334,-18.1,-6.0,0.0,81.375,13.799999999999999,0.0
2017-01-11,-9.008333333333333,-12.1,-5.7,0.0,85.41666666666667,13.691666666666668,0.0
2017-01-12,-8.845833333333333,-11.7,-4.3,3.2,87.91666666666667,16.516666666666666,0.0
2017-01-13,-5.591666666666666,-8.0,-3.7,0.1,87.70833333333333,13.6625,0.0
2017-01-14,-4.058333333333334,-7.5,-1.9,0.4,87.33333333333333,26.270833333333332,0.0
2017-01-15,-1.0999999999999999,-2.4,-0.4,5.0,88.875,30.8,0.0
2017-01-16,-3.8625000000000003,-5.6,-1.6,0.30000000000000004,93.125,10.629166666666666,0.0
2017-01-17,-6.291666666666667,-9.8,-4.2,0.1,89.625,10.508333333333333,0.0
2017-01-18,-6.683333333333334,-9.1,-5.2,0.1,85.45833333333333,17.170833333333334,0.0
2017-01-19,-4.358333333333333,-6.1,-3.2,0.5,83.83333333333333,28.212500000000002,0.0
2017-01-20,-2.6041666666666665,-7.2,-0.0,0.0,81.70833333333333,26.991666666666664,0.0
2017-01-21,-5.1625000000000005,-7.5,-3.4,0.6000000000000001,82.54166666666667,23.25,0.0
2017-01-22,-5.791666666666667,-9.3,-1.4,0.4,83.625,24.7,0.0
2017-01-23,-0.9833333333333334,-5.4,0.8,1.4,90.875,17.520833333333332,0.0
2017-01-24,-1.1624999999999999,-5.0,0.4,2.4,87.95833333333333,23.7,0.0
2017-01-25,-11.295833333333334,-18.5,-5.6,0.8,77.45833333333333,26.662499999999998,0.0
2017-01-26,-18.662499999999998,-25.3,-10.0,2.5,76.125,15.395833333333334,0.0
2017-01-27,-5.2124999999999995,-9.6,-2.6,0.0,88.45833333333333,15.370833333333332,0.0
2017-01-28,-2.845833333333333,-5.6,-1.8,0.0,91.54166666666667,12.35,0.0
2017-01-29,-8.533333333333333,-12.0,-6.5,0.0,86.25,14.391666666666666,0.0
2017-01-30,-12.279166666666667,-13.5,-11.0,0.0,80.875,20.541666666666668,0.0
2017-01-31,-10.033333333333333,-13.1,-7.8,0.7999999999999999,82.5,18.866666666666667,0.0
2017-02-01,-4.366666666666666,-7.9,-2.5,0.30000000000000004,84.25,20.833333333333332,0.0
2017-02-02,-9.625,-13.1,-3.9,0.0,82.75,13.458333333333334,0.0
2017-02-03,-15.008333333333333,-18.8,-11.1,0.0,87.33333333333333,8.674999999999999,0.0
2017-02-04,-12.012500000000001,-16.1,-10.3,0.0,85.375,12.754166666666668,0.0
2017-02-05,-11.233333333333334,-15.2,-8.2,0.0,80.0,14.854166666666666,0.0
2017-02-06,-17.154166666666665,-21.3,-15.0,0.0,77.16666666666667,15.858333333333334,0.0
2017-02-07,-22.495833333333334,-24.9,-19.2,0.0,74.91666666666667,12.958333333333334,0.0
2017-02-08,-18.3,-24.4,-13.3,0.0,75.41666666666667,13.695833333333333,0.0
2017-02-09,-8.762500000000001,-12.8,-5.2,0.0,84.79166666666667,14.554166666666667,0.0
2017-02-10,-3.7583333333333333,-5.1,-2.4,0.0,87.95833333333333,17.741666666666667,0.0
2017-02-11,-2.0833333333333335,-4.2,-0.8,0.1,86.625,19.4875,0.0
2017-02-12,-5.2,-8.8,-3.6,1.0,82.91666666666667,17.0125,0.0
2017-02-13,-8.483333333333333,-11.6,-5.7,1.3,85.20833333333333,17.654166666666665,0.0
2017-02-14,-1.1541666666666666,-5.4,2.3,2.4,80.5,35.295833333333334,0.0
2017-02-15,-3.6374999999999997,-7.9,-2.2,0.0,77.29166666666667,28.258333333333336,0.0
2017-02-16,-9.133333333333333,-11.9,-5.5,0.0,82.95833333333333,12.341666666666667,0.0
2017-02-17,-4.5874999999999995,-8.9,-1.0,1.7,86.5,18.754166666666666,0.0
2017-02-18,0.6166666666666667,-0.6,2.1,0.5,89.45833333333333,22.333333333333332,0.0
2017-02-19,0.18333333333333335,-0.7,1.3,1.2,86.41666666666667,27.0,0.0
2017-02-20,1.6166666666666665,0.9,2.3,0.5,87.16666666666667,35.38333333333333,0.0
2017-02-21,1.0875000000000001,0.3,1.7,6.3,91.08333333333333,27.837500000000002,0.0
2017-02-22,-3.858333333333333,-8.4,0.8,0.1,84.58333333333333,16.025000000000002,0.0
2017-02-23,-3.404166666666667,-8.5,-0.2,2.2,91.16666666666667,14.875,0.0
2017-02-24,0.03333333333333336,-2.9,2.6,4.6,91.5,21.320833333333333,0.0
2017-02-25,-2.841666666666667,-5.8,1.8,0.0,77.0,24.395833333333332,0.0
2017-02-26,-4.795833333333333,-7.4,-2.1,0.8,78.83333333333333,22.558333333333334,0.0
2017-02-27,-0.7291666666666666,-6.1,2.2,2.9,90.91666666666667,16.258333333333333,0.0
2017-02-28,-2.4125,-7.5,1.6,0.0,91.5,12.525,0.0
2017-03-01,1.7375,0.6,3.3,0.4,89.375,20.920833333333334,0.0
2017-03-02,2.0749999999999997,0.5,3.7,6.7,89.54166666666667,16.291666666666668,0.0
2017-03-03,0.9833333333333334,-0.4,2.4,0.5,93.375,16.433333333333334,0.0
2017-03-04,0.7374999999999999,-1.9,3.2,0.0,86.29166666666667,15.541666666666666,0.0
2017-03-05,1.5083333333333335,-0.2,3.3,1.0,87.5,14.666666666666666,0.0
2017-03-06,-0.5333333333333333,-1.8,0.6,7.5,94.875,14.229166666666666,0.0
2017-03-07,0.7708333333333334,-1.4,3.9,0.0,91.75,18.929166666666667,0.0
2017-03-08,-0.3208333333333333,-3.6,3.7,0.0,90.375,10.045833333333333,0.0
2017-03-09,0.7625000000000001,-4.6,6.4,0.0,86.375,10.245833333333334,0.0
2017-03-10,1.4124999999999999,-1.6,6.2,0.0,79.875,16.5,0.0
2017-03-11,2.0458333333333334,-0.5,5.7,0.0,83.91666666666667,8.6625,0.0
2017-03-12,0.5875,-4.0,7.3,0.0,80.75,7.358333333333333,0.0
2017-03-13,0.45416666666666666,-4.8,7.3,0.0,74.16666666666667,5.433333333333334,0.0
2017-03-14,1.2166666666666666,-4.6,8.1,0.0,75.95833333333333,6.508333333333333,0.0
2017-03-15,3.225,-2.2,8.9,1.7000000000000002,71.625,16.333333333333332,0.0
2017-03-16,2.2916666666666665,-2.6,4.4,2.7,87.125,7.279166666666666,0.0
2017-03-17,1.0125,-3.7,6.3,0.0,82.125,7.258333333333333,0.0
2017-03-18,3.1833333333333336,0.2,6.6,0.1,72.25,18.825,0.0
2017-03-19,2.6166666666666667,0.4,6.0,3.1,78.58333333333333,17.716666666666665,0.0
2017-03-20,2.2125,-0.5,4.9,2.9,90.95833333333333,7.079166666666667,0.0
2017-03-21,2.7416666666666667,-0.3,7.3,0.8,79.5,9.004166666666666,0.0
2017-03-22,5.333333333333333,1.2,10.3,0.0,73.79166666666667,13.737499999999999,0.0
2017-03-23,4.9875,0.4,9.4,5.3,72.08333333333333,14.383333333333333,0.0
2017-03-24,2.220833333333333,-2.7,8.1,2.9,74.45833333333333,12.025,0.0
2017-03-25,-0.4458333333333333,-4.1,3.9,0.0,64.29166666666667,17.808333333333334,0.0
2017-03-26,0.5333333333333333,-5.1,5.7,0.4,57.916666666666664,14.166666666666666,0.0
2017-03-27,1.1291666666666667,-3.5,4.8,7.7,72.66666666666667,26.724999999999998,0.0
2017-03-28,0.5458333333333334,-3.8,3.6,5.6000000000000005,75.20833333333333,22.6125,0.0
2017-03-29,-2.0083333333333333,-4.9,1.5,0.30000000000000004,55.0,16.845833333333335,0.0
2017-03-30,-3.1999999999999997,-6.0,0.3,0.0,50.458333333333336,14.975,0.0
2017-03-31,-1.6083333333333334,-6.7,2.4,2.1,61.083333333333336,12.179166666666667,0.0
2017-04-01,0.23750000000000002,-4.1,4.2,0.0,68.75,11.6,0.0
2017-04-02,4.8500000000000005,0.8,11.1,3.2,81.66666666666667,21.166666666666668,0.0
2017-04-03,3.125,1.0,6.7,7.2,95.0,12.433333333333332,0.0
2017-04-04,3.0416666666666665,-2.7,6.9,0.0,76.54166666666667,8.512500000000001,0.0
